title,company,location,work_mode,job_type,skills,salary_avg,date_posted,experience_level,education,source,job_url,salary_min,salary_max
CMI Data Scientist,General Mills,"Remote, , United States",remote,fulltime,[],103950.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-general-mills-united-states-1/,77900.0,130000.0
Senior Data Scientist,VSolvit,"Norco, California, United States",onsite,fulltime,[],120000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-vsolvit-united-states-1/,100000.0,140000.0
Data Scientist Senior – Pricing Solutions & Methods,USAA,"Plano, Texas, United States",onsite,fulltime,[],193520.0,2026-03-09 00:00:00+00:00,senior,Bachelors in <field>,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-senior-usaa-united-states-2/,138230.0,248810.0
Data Scientist III,Teladoc Health,"Chicago, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-iii-teladoc-health-united-states-2/,,
Principal Data Science Analyst,Mayo Clinic,"Remote, Rochester, Minnesota, United States",remote,fulltime,[],169322.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-science-analyst-mayo-clinic-united-states-5/,138236.0,200408.0
Senior Data Scientist,The Walt Disney Company,"Lake Buena Vista, Florida, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-the-walt-disney-company-united-states-1/,,
Data Scientist – Generative AI,Humana,"Remote, , United States",remote,fulltime,[],102900.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-humana-united-states-2/,86600.0,119200.0
Principal Data Scientist,Swimlane,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-scientist-swimlane-united-kingdom-1/,,
Senior Data Scientist - ONLINE SEARCH,The Home Depot,"Remote, , United States",remote,fulltime,[],145000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-the-home-depot-united-states-2/,100000.0,190000.0
Senior Data Scientist,Barclays,"Noida, , India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-barclays-india-3/,,
Research Data Scientist,Barclays,"New York, New York, United States",onsite,fulltime,[],117500.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/research-data-scientist-barclays-united-states-2/,105000.0,130000.0
"Data Scientist, Consumer Insights & Analytics",New Balance,"Brighton, Massachusetts, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in data science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-new-balance-united-states-1/,,
"Data Scientist, Autonomous Vehicle Infrastructure Analytics",NVIDIA,"New York, New York, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-nvidia-united-states-11/,,
Developer Advocate - Data Science,NVIDIA,"Santa Clara, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/developer-advocate-data-science-nvidia-united-states-10/,,
"Senior Data Scientist, Games",Netflix,"Remote, , United States",remote,fulltime,[],445000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-netflix-united-states-7/,170000.0,720000.0
"Senior Manager, Applied Science - Rides",Uber,"San Francisco, California, United States",onsite,fulltime,[],252250.0,2026-03-09 00:00:00+00:00,senior,Masters in Applied Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-manager-applied-science-uber-united-states-21/,239000.0,265500.0
Data Science Intern,Uber,"Krakow, , Poland",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-uber-pl-20/,,
Senior Data Scientist,Amazon,"Bellevue, Washington, United States",onsite,fulltime,[],187450.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-amazon-united-states-26/,127300.0,247600.0
Senior Director Data Science,Optum,"Remote, Eden Prairie, Minnesota, United States",remote,fulltime,[],215050.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-director-data-science-optum-united-states-2/,147300.0,282800.0
Data Scientist,Citeline,", , United States",onsite,fulltime,[],140000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-citeline-united-states-2/,120000.0,160000.0
"Senior Data Scientist, Charging Data Modeling",Tesla,"Palo Alto, California, United States",onsite,fulltime,[],226000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-tesla-united-states-8/,104000.0,348000.0
Senior Data Scientist,Pinterest,"Remote, , United States",remote,fulltime,[],188747.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-pinterest-united-states-27/,123470.0,254024.0
Data Scientist,Kemper,", , United States",onsite,fulltime,[],95800.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-kemper-united-states-1/,70700.0,120900.0
Data Scientist,Micron Technology,"Manassas, Virginia, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-micron-technology-united-states-1/,,
Senior Data Scientist,CVS Health,"Chicago, Illinois, United States",onsite,fulltime,[],149617.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-cvs-health-united-states-17/,97335.0,201900.0
Decision Science Consultant,The Walt Disney Company,"Lake Buena Vista, Florida, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Decision Science,datasciencejobs,https://datasciencejobs.com/jobs/decision-science-consultant-the-walt-disney-company-united-states-1/,,
Data Scientist,Navistar Inc,"Lisle, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-navistar-inc-united-states-2/,,
AI Data Scientist Lead,Opus Technologies,"Atlanta, Georgia, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in AI,datasciencejobs,https://datasciencejobs.com/jobs/ai-data-scientist-lead-opus-technologies-united-states-1/,,
"Manager, Data Science",Webster Bank,"New York, New York, United States",onsite,fulltime,[],130000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/manager-data-science-webster-bank-united-states-1/,125000.0,135000.0
Data Scientist,Abbott,"Alameda, California, United States",onsite,fulltime,[],163900.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-abbott-united-states-1/,109300.0,218500.0
Data Scientist,Apple,"Austin, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-apple-united-states-28/,,
Growth Data Scientist,Veda,", , United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/growth-data-scientist-veda-united-states-1/,,
Senior Data Scientist,Discount Tire,"Scottsdale, Arizona, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-discount-tire-united-states-1/,,
Finance Analytics Data Scientist,Tesla,"San Jose, California, United States",onsite,fulltime,[],195000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Finance,datasciencejobs,https://datasciencejobs.com/jobs/finance-analytics-data-scientist-tesla-united-states-7/,84000.0,306000.0
Data Scientist,Southern Company,"Birmingham, Alabama, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-southern-company-united-states-1/,,
Data Scientist,Microsoft,"Redmond, Washington, United States",onsite,fulltime,[],114100.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-microsoft-united-states-21/,76400.0,151800.0
Engineering Data Scientist,Caterpillar Inc.,"Peterborough, Cambridgeshire, United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/engineering-data-scientist-caterpillar-inc-united-kingdom-7/,,
Data Scientist - Computer Vision,Lilly,"Indianapolis, Indiana, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-lilly-united-states-4/,,
Data Scientist,Lilly,"Sesto Fiorentino, Firenze, Italy",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-lilly-italy-3/,,
"Data Scientist, App Platform",Apple,"Santa Clara, California, United States",onsite,fulltime,[],186900.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-app-platform-apple-united-states-27/,132300.0,241500.0
Security Analytics Data Scientist,TikTok,"New York, New York, United States",onsite,fulltime,[],208500.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/security-analytics-data-scientist-tiktok-united-states-30/,147200.0,269800.0
Data Scientist,Amazon,"Seattle, Washington, United States",onsite,fulltime,[],162200.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-amazon-united-states-25/,111600.0,212800.0
Data Scientist II,Cleveland Clinic,"Cleveland, Ohio, United States",onsite,fulltime,[],46.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in <field>,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-cleveland-clinic-united-states-2/,36.0,56.0
Senior Data Scientist,Walmart,"Sunnyvale, California, United States",onsite,fulltime,[],175500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-walmart-united-states-21/,117000.0,234000.0
Data Scientist,Criterion Systems,"Reston, Virginia, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-criterion-systems-united-states-1/,,
Principal Data Science Manager,Microsoft,"New York, New York, United States",onsite,fulltime,[],227700.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-science-manager-microsoft-united-states-20/,173200.0,282200.0
Data Science Intern,Microsoft,"Belgrade, , Serbia",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-microsoft-serbia-19/,,
Data Scientist,Vanguard,"Dallas, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-vanguard-united-states-1/,,
Data Scientist 2,Day & Zimmermann,"Philadelphia, Pennsylvania, United States",onsite,fulltime,[],113925.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-2-day-zimmermann-united-states-1/,86800.0,141050.0
Data Scientist,Enova International,"Chicago, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-enova-international-united-states-1/,,
Data Scientist - Ads,Netflix,"Los Gatos, California, United States",onsite,fulltime,[],640000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ads-netflix-united-states-6/,360000.0,920000.0
Data Scientist II,Chewy,"Boston, Massachusetts, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-chewy-united-states-3/,,
Senior Data Scientist,Audible,"Newark, New Jersey, United States",onsite,fulltime,[],187450.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-audible-united-states-1/,127300.0,247600.0
Data Scientist - Offers Team,iwoca,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-iwoca-united-kingdom-1/,,
"Tech Lead Manager, Data Science",Airbnb,", , United States",onsite,fulltime,[],215000.0,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/tech-lead-manager-data-science-airbnb-united-states-10/,185000.0,245000.0
"Senior Data Scientist, Firefly",Adobe,"San Jose, California, United States",onsite,fulltime,[],178300.0,2026-03-09 00:00:00+00:00,senior,Bachelors in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-firefly-adobe-united-states-11/,127300.0,229300.0
Data Scientist,Netflix,"Amsterdam, , Netherlands",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-netflix-netherlands-5/,,
"Data Scientist, Product Analytics",Meta,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-product-analytics-meta-uk-16/,,
Data Scientist - TikTok Privacy,TikTok,"San Jose, California, United States",onsite,fulltime,[],192000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-tiktok-united-states-29/,144000.0,240000.0
"Data Scientist, TikTok Live",TikTok,", , Singapore",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-tiktok-singapore-28/,,
Staff Data Scientist,Pinterest,"San, , United States",onsite,fulltime,[],226272.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-scientist-pinterest-united-states-26/,148049.0,304496.0
Data Scientist II,Pinterest,"Toronto, Ontario, Canada",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-pinterest-canada-25/,,
Principal Data Science Manager,Microsoft,"Redmond, Washington, United States",onsite,fulltime,[],195200.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-science-manager-microsoft-united-states-18/,133600.0,256800.0
Associate Data Scientist,Northwell Health,"Lake Success, New York, United States",onsite,fulltime,[],87200.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/associate-data-scientist-northwell-health-united-states-1/,66220.0,108180.0
Lead Data Scientist,The Friedkin Group,"Houston, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-the-friedkin-group-united-states-1/,,
Senior Data Scientist,CubeSmart,"Malvern, Pennsylvania, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-cubesmart-united-states-1/,,
Data Scientist - Generative AI,Mayo Clinic,", , United States",onsite,fulltime,[],195967.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-generative-ai-mayo-clinic-united-states-4/,159973.0,231962.0
Sr Specialist Data Scientist,Gartner,"New York, New York, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-specialist-data-scientist-gartner-united-states-4/,,
Data Scientist II,Comcast,"Philadelphia, Pennsylvania, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-comcast-united-states-2/,,
Data Scientist,Alliant Credit Union,"Chicago, Illinois, United States",onsite,fulltime,[],145000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-alliant-credit-union-united-states-1/,140000.0,150000.0
Data Scientist - Forecasting,Airbnb,", , United States",onsite,fulltime,[],157150.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-forecasting-airbnb-united-states-9/,140000.0,174300.0
Data Scientist,Visa,"Highlands Ranch, Colorado, United States",onsite,fulltime,[],121350.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-visa-united-states-12/,106700.0,136000.0
Data Science Intern,Bayer,"Champaign, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-bayer-united-states-4/,,
Senior Data Scientist,DoorDash,"New York, New York, United States",onsite,fulltime,[],202500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-doordash-united-states-3/,162000.0,243000.0
Data Science Analyst,Booz Allen Hamilton,"Arlington, Virginia, United States",onsite,fulltime,[],95700.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-analyst-booz-allen-hamilton-united-states-11/,58400.0,133000.0
Data Scientist,Amazon,"Seattle, Washington, United States",onsite,fulltime,[],162200.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-amazon-united-states-24/,111600.0,212800.0
Senior Data Scientist - Specialty Operations Optimization,CVS Health,"New York, New York, United States",onsite,fulltime,[],156302.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-cvs-health-united-states-16/,106605.0,206000.0
Data Scientist,"Itron, Inc.","Milwaukee, Wisconsin, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-itron-inc-united-states-1/,,
"Associate Decision Scientist, Client Analytics",Ibotta,"Denver, Colorado, United States",onsite,fulltime,[],70000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Analytics,datasciencejobs,https://datasciencejobs.com/jobs/associate-decision-scientist-ibotta-inc-united-states-2/,60000.0,80000.0
"Manager, Developer Marketing - Data Science",NVIDIA,"Santa Clara, California, United States",onsite,fulltime,[],226000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Marketing,datasciencejobs,https://datasciencejobs.com/jobs/manager-data-science-nvidia-united-states-9/,176000.0,276000.0
Data Scientist,Sky,"Milan, , Italy",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-sky-italy-4/,,
"Senior Data Scientist, Programmatic Ads",Pinterest,"Seattle, Washington, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-pinterest-united-states-24/,,
Senior NLP Data Scientist,rinf.tech,", , United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-nlp-data-scientist-rinftech-united-states-1/,,
Senior Data Scientist,GSK,"Brentford, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-gsk-united-kingdom-1/,,
Manager of Data Science,Niagara Bottling,"Diamond Bar, California, United States",onsite,fulltime,[],157151.5,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/manager-of-data-science-niagara-bottling-united-states-1/,128287.0,186016.0
"Data Science Manager, Growth Analytics",Moloco,"Redwood City, California, United States",onsite,fulltime,[],250200.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-manager-moloco-united-states-1/,200160.0,300240.0
Data Scientist,PDF Solutions,"Santa Clara, California, United States",onsite,fulltime,[],140000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-pdf-solutions-united-states-1/,120000.0,160000.0
"Data Scientist V, Marketplaces Personalization",ID.me,"McLean, Virginia, United States",onsite,fulltime,[],169000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-v-idme-united-states-1/,140000.0,198000.0
Data Science Lead Analyst,Citi,"New Castle, Delaware, United States",onsite,fulltime,[],141476.0,2026-03-09 00:00:00+00:00,lead,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-lead-analyst-citi-united-states-5/,141476.0,141476.0
Computer Vision Data Scientist,Apple,"Cupertino, California, United States",onsite,fulltime,[],186900.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-data-scientist-apple-united-states-26/,132300.0,241500.0
Data Scientist,Inspire,"Atlanta, Georgia, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-inspire-united-states-1/,,
Data Scientist,Verizon,"Bedminster, New Jersey, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-verizon-united-states-12/,,
Principal Data Science,Discover Financial Services,"Houston, Texas, United States",onsite,fulltime,[],151900.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-science-discover-financial-services-united-states-3/,126500.0,177300.0
Data Scientist,Caterpillar Inc.,"Morton, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-caterpillar-inc-united-states-6/,,
Senior Consultant - Data scientist,AstraZeneca,"Chennai, Tamil Nadu, India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-consultant-data-scientist-astrazeneca-india-5/,,
Data Science Capability Lead,AstraZeneca,"Barcelona, Catalonia, Spain",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-capability-lead-astrazeneca-spain-4/,,
Data Scientist,Bank of England,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-bank-of-england-uk-2/,,
Senior Data Scientist - Surgical Intelligence,Carlsmed,"Carlsbad, California, United States",onsite,fulltime,[],155000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-carlsmed-united-states-1/,140000.0,170000.0
Data Scientist,Booz Allen Hamilton,"Norfolk, Virginia, United States",onsite,fulltime,[],119500.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-booz-allen-hamilton-united-states-10/,73000.0,166000.0
Information Security Data Scientist,Intel,"Hillsboro, Oregon, United States",onsite,fulltime,[],180906.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Information Security,datasciencejobs,https://datasciencejobs.com/jobs/information-security-data-scientist-intel-united-states-13/,144501.0,217311.0
"Data Scientist, GTM",OpenAI,"San Francisco, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-gtm-openai-united-states-3/,,
Advanced Data Scientist,Honeywell,"Bangalore, Karnataka, India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/advanced-data-scientist-honeywell-india-5/,,
Applied Scientist,Adobe,"San Jose, California, United States",onsite,fulltime,[],146700.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/applied-scientist-adobe-united-states-10/,97700.0,195700.0
Machine Learning Data Scientist,Leanpath,"Remote, Beaverton, Oregon, United States",remote,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-data-scientist-leanpath-united-states-1/,,
Data Scientist I,Cleveland Clinic,"Cleveland, Ohio, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-i-cleveland-clinic-united-states-1/,,
Senior Data Scientist - Utilization Management,CVS Health,"Wellesley, Massachusetts, United States",onsite,fulltime,[],202008.5,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-cvs-health-united-states-15/,136217.0,267800.0
Senior Staff Data Science,NVIDIA,"Santa Clara, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-staff-data-science-nvidia-united-states-8/,,
Senior Data Scientist,Pinterest,"Seattle, Washington, United States",onsite,fulltime,[],199641.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-pinterest-united-states-23/,145258.0,254024.0
Lead Data Scientist,JPMorgan Chase & Co.,"Plano, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-jpmorgan-chase-co-united-states-2/,,
Data Scientist,Interclypse,"Huntsville, Alabama, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-interclypse-united-states-3/,,
